QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
196,S01E06,6420,6999,why did jerry pull the hat towards him?,because jerry wanted to grab the pin on the hat,because tom was sitting on jerry and jerry wanted to escape by poking Tom with the sharp pin.
197,S01E06,6773,7038,Why did Tom turn red?,Tom was in pain.,Tom was in pain as Jerry used a sharp pin to prick Tom's rear.
198,S01E06,7147,7359,why was jerry running?,Jerry was trying to get away from Tom who was chasing Jerry.,because jerry did not want to get physically hurt
199,S01E06,7440,7667,Why was Tom smiling?,Tom was delighted that he thought of a plan to stop Jerry.,Tom had the idea of turning on the switch of the turntable that Jerry was on to trap Jerry.
200,S01E06,7667,7896,why did tom fall into the record player?,The record tom was sitting on was lifted and moved onto the record player with Tom ,tom pressed the button to change the record that the record tom was sitting on was lifted and moved onto the record player with Tom 
201,S01E06,7950,8140,why did jerry shake himself?,because jerry fell into the needle container in a record player,because jerry has been been impaled repeatedly with the needles
202,S01E06,8140,8675,why did jerry press the button?,jerry wanted to change the record,jerry wanted to trap tom in the record player
203,S01E06,8140,8803,Why was Jerry dancing?,Jerry was enjoying the music.,Jerry was happy that Tom was trapped on the record player.
204,S01E06,8803,9092,Why did Jerry jump up?,Jerry was shocked to see Tom coming towards him.,Jerry was shocked that Tom was not stuck in the record player.
205,S01E06,8530,9164,why did tom try to pounce on jerry?,because tom wanted to catch jerry,because tom wanted to physically hurt jerry to take revenge.
206,S01E06,9021,9546,why did tom fall back on the record player?,because jerry pressed the start button on the record player,because jerry pressed the start button to trap Tom again as Jerry did not want to get physically hurt by Tom.
207,S01E06,9580,9800,Why did Toots have a shocked expression?,The record pieces were flying towards Toots.,Toots was shocked at the record pieces flying around and Tom spinning on the record player.
208,S01E06,9970,10400,why did jerry stand on the dressing table?,because jerry wanted to dress up ,because jerry wanted groom himself to impress toots
209,S01E06,4150,4690,why was tom reading the magazine after releasing jerry ,tom wanted to provide enough time for jerry to run away,tom wanted to impress toots by catching jerry
210,S01E06,4680,5190,why did tom release jerry?,tom wanted to catch jerry again after tom released jerry,tom wanted to catch jerry in front of toots to impress toots
211,S01E07,995,1583,Why was Jerry sliding around?,Jerry wanted to have fun on the slippery floor,Jerry pretended like he was skating to have fun
212,S01E07,995,1713,Why was tom peeping at jerry,Tom wanted to know what jerry was doing,Tom wanted to catch jerry off guard
213,S01E07,999,2322,Why did Jerry move Tom's tail?,Jerry wanted to clear his path,Jerry was tripped by tom’s tail so that jerry wanted to clear his path
214,S01E07,1888,2398,Why did Jerry suddenly stop in the middle of running?,Jerry saw Tom's mouth was open in front of jerry,Tom's mouth was opened in front of Jerry so Jerry stopped to avoid being eaten
215,S01E07,1888,2593,Why as Jerry slowly walking away from Tom?,Jerry wanted to avoid getting eaten,Jerry did not notice Tom and was shocked so Jerry walked away slowly since Jerry was scared to be eaten by Tom
216,S01E07,1888,2703,Why did Jerry put Tom's tail back?,Jerry put Tom's tail back in its original position to calm Tom down,Jerry put Tom's tail back in its original position to calm Tom down to avoid angering Tom and getting eaten by Tom.
217,S01E07,2420,2798,Why did Jerry flatten the fur sticking out of Tom's tail?,Jerry wanted to calm Tom down,Jerry flattened the fur sticking out on Tom's tail to make it nice and tidy to calm Tom down so Tom wouldn't eat Jerry
218,S01E07,2321,2919,Why did Jerry run away?,Jerry was chased by tom,Jerry didn't want to be caught and eaten by tom
219,S01E07,995,3240,Why couldn't Tom stand up?,Tom was standing on slippery floor,Tom did not know how to skate or move on the slippery floor
220,S01E07,995,3222,Why wasn't Jerry slipping?,Jerry was used to the slippery floor,Tom was used to the slippery floor and knew how to move on it
221,S01E07,2925,3485,Why did Jerry blow Tom?,To make Tom slip and fall,Jerry wanted to get revenge on tom by making tom slip and fall
222,S01E07,3473,3828,Why did Jerry pull Tom's tail?,To drag Tom across the slippery floor,Jerry was pulling Tom's tail to drag Tom across the slippery floor so that Tom would hit the furniture.
223,S01E07,3473,4031,Why was Tom angry?,Because Jerry threw and hurt Tom,Tom got thrown by Jerry into a cup and was humiliated by Jerry so Tom was angry
224,S01E07,3473,4148,Why was Jerry waving to Tom?,To taunt Tom,Jerry was waving to Tom right after throwing Tom to taunt and humiliate Tom further
225,S01E07,3473,4212,Why did Tom pick up the bowling ball?,To get revenge on Jerry,Jerry threw and hurt Tom earlier so Tom wanted to get revenge by throwing a bowling ball at Jerry
226,S01E07,4088,4478,Why did Tom throw the bowling ball in the air,Tom lost balance while trying to throw the ball,Tom was trying to throw the bowling ball at Jerry but lost balance because of how heavy the ball was 
227,S01E07,4088,4531,Why was Jerry laughing at Tom?,Tom humiliated himself,Tom accidentally threw a bowling ball on himself so Jerry was laughing at Tom humiliating himself
228,S01E07,4510,4692,Why was Jerry suddenly afraid?,Tom threw a bowling ball at Jerry,Jerry was afraid to be hit by the bowling ball that tom threw
229,S01E07,4510,4692,Why did Jerry hide behind the bowling pin?,Jerry did not want to get hit by the bowling ball,Tom threw a bowling ball at Jerry and Jerry wanted to hide behind the bowling pin to use it as a shield to avoid getting hit
230,S01E07,4788,4911,Why did Jerry jump on the bowling pin?,Jerry was trying to dodge the bowling ball,Tom threw a bowling ball at Jerry so Jerry jumped onto the bowling pin to dodge the bowling ball and not get hit
231,S01E07,4788,5073,Why was Jerry bouncing using the pin?,Jerry was dodging all the balls Tom was throwing,Tom was continuously throwing bowling balls at Jerry so Jerry kept bouncing out of the way to avoid getting hit
232,S01E07,4788,5330,Why was Jerry hiding behind a pin?,To hide from the ball that Tom was throwing,Jerry was trying to hide so Tom wouldn't know where Jerry was and cannot throw the bowling ball directly at Jerry
233,S01E07,5485,5771,Why did Tom throw a bowling ball at Jerry?,To try to hit and hurt Jerry,Tom threw a bowling ball at Jerry to try to hit Jerry with the bowling ball and hurt Jerry
234,S01E07,5485,5791,Why did Jerry pick up the bowling pin?,To hit the bowling ball with the bowling pin,Tom threw a bowling ball at Jerry so Jerry picked the bowling pin up to hit the bowling ball away to not get hurt
235,S01E07,5485,6480,Why did tom get underneath the floor,Tom got crushed by a bowling ball ,"Jerry hit the ball that Tom threw using a bowling pin, causing the ball to go in the air and crush Tom"
236,S01E07,5485,6499,Why did Tom look annoyed?,Tom got humiliated because of Jerry,Tom was crushed by the bowling ball that Jerry hit back and Jerry laughed at Tom so Tom was annoyed
237,S01E07,6645,6831,Why did Jerry hold on to the handle?,Jerry did not want to fall,Jerry did not want to fall and get hurt after being launched in the air
238,S01E07,6643,7051,Why did Tom shake his head?,Tom wanted to snap out of his senses,To get out of being stunned or dizzy after crashing into the bowling pins and being hurt
239,S01E07,6643,7051,Why was Tom frowning?,Tom was pressed by the bowling machine and turned into a bowling pin shape.,Tom was annoyed that Jerry pressed on the machine onto Tom to inflict pain on Tom.
240,S01E07,6818,7115,Why was Jerry running away?,Jerry did not want to be caught by Tom.,Jerry did not want to be caught and hurt by Tom after Jerry hurt Tom by pressing the machine onto Tom.
241,S01E07,6818,7355,Why did Tom push all the bowling balls down?,Tom pushed the bowling balls to roll down and squash Jerry,Tom wanted to get revenge on jerry by hurting Jerry with the bowling balls.
242,S01E07,7281,7355,Why was Jerry running?,Jerry did not want to get hurt,There were bowling balls rolling down behind Jerry so Jerry ran to not get squashed and hurt by the bowling balls
243,S01E07,7281,7412,Why did jerry jump up?,Jerry got shocked,Jerry was shocked to see how close the bowling balls were to crushing Jerry
244,S01E07,7281,7669,Why was Jerry shocked?,Jerry saw the bowling balls roll down,Jerry thought he was safe but saw the bowling balls rolling back down and was about to be squashed 
245,S01E07,7281,7824,Why did Tom open his mouth?,Tom saw Jerry running towards Tom and opened Tom's mouth so that Jerry would run into Tom's mouth,Tom wanted Jerry to run into Tom's mouth to eat jerry
246,S01E07,7700,8042,Why did Jerry go back into the bowling ball?,Jerry wanted to protect himself by hiding in the bowling ball,Jerry saw the bowling balls roll back down towards them and did not want to get hurt by the bowling balls
247,S01E07,7700,8042,Why did jerry jump up?,Jerry was surprised,Jerry was surprised that the bowling balls rolled back towards tom and jerry 
248,S01E07,7708,8385,Why did Tom look inside the bowling ball?,Tom was trying to look for Jerry,Tom knew that Jerry was hiding inside the bowling ball and was trying to look for Jerry to eat Jerry
249,S01E07,7708,8441,Why did Tom put Tom's finger inside the bowling ball?,To try to dig for Jerry,Tom knew Jerry was inside the bowling ball and was trying to get Jerry by digging inside the bowling ball to eat Jerry
250,S01E07,8307,8495,Why was Tom in pain?,Jerry inflicted pain on tom,Jerry did not want to be caught by tom so jerry bit tom’s finger to hurt tom
251,S01E07,8308,8656,Why was Jerry spitting?,Jerry was trying to spit out Tom's fur,Tom's fur was inside Jerry's mouth after Jerry bit Tom so Jerry spat to get Tom's fur out of his mouth
252,S01E07,8308,8711,Why was Tom angry?,Tom was angry because he got hurt by Jerry,Jerry bit Tom's finger when Tom was trying to find Jerry inside the bowling ball which hurt him so Tom was angry
253,S01E07,8663,9071,Why was Tom blowing inside the bowling ball?,To blow Jerry out of the bowling ball,Tom was trying to blow Jerry out of the bowling ball to catch and eat Jerry
254,S01E07,8663,9172,Why was Tom in pain?,The bowling ball fell and hit tom’s foot,"Tom loosened the grip of the bowling ball to catch jerry, resulting in the ball falling onto Tom's foot."
255,S01E07,9191,9266,Why did Tom stop while chasing Jerry?,Jerry asked Tom to stop,Jerry put a hand up to signal to Tom to stop and Tom was confused
256,S01E07,9385,9453,Why did Jerry go into a bowling ball?,To hide from Tom and avoid being eaten,Tom was chasing and trying to eat Jerry so Jerry dived into the bowling ball to try to hide from Tom to not be eaten
257,S01E07,9385,9643,Why was Tom happy?,Tom thought Jerry is trapped inside the ball,Tom saw Jerry dive into the bowling ball and covered the holes thinking Jerry was trapped and that Tom had caught Jerry
258,S01E07,9411,10592,Why did Jerry tie Tom's tail?,To connect tom’s tail with the bowling ball,Jerry wanted to make it harder for Tom to run and chase Jerry with the heavy bowling ball tied to Tom's tail.
259,S01E07,9411,10153,Why was Tom trying to tie a cloth to the bowling ball?,To block the holes of the bowling ball,Tom thought Jerry was still inside the bowling ball and tied a cloth to it to cover the holes and trap Jerry inside
260,S01E07,9411,10154,Why was Tom surprised?,Tom was shocked to see Jerry outside the ball,Tom thought that Jerry was trapped inside the bowling ball so Tom was surprised to see Jerry outside of the ball
261,S01E07,9411,10227,Why did Tom untie the cloth and look inside the bowling ball?,To double check that Jerry was not inside the ball,Tom really thought that Jerry was trapped inside the bowling ball so Tom had to double check when he saw Jerry outside
